tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
2053	"Опааа! Усвоили сме нови 20 милЬОна за ""новата вълна"" на covid в България."	yes	no	yes	no	yes	no	no
2054	А снощи ме убеждаваха, че лично на приятел предложили 3000 лв. да пишат починал роднина от Covid. На въпроса ми кой ги е предложил, как роднините казват от какво е починал, не е ли лекарят, който пише акта, отговор не получих..	yes	yes	yes	yes	yes	yes	no
2055	Заразените с Covid-19 у нас пак тръгнаха към 300 на ден https://t.co/YA9t9YZ7ia	yes	no	yes	no	no	no	no
2056	Коронавирусът е SARS-CoV-2, но може да го наричате и COVID-19 https://t.co/VqRXxBbSfQ	yes	no	yes	no	no	no	no
2057	А сега накъде: Какво да правите, ако загубите работата си заради COVID-19 by Victor Minchev https://t.co/PL8bS5Gb2j	no	nan	nan	nan	nan	no	no
2058	Здравната каса ще плаща тест за COVID-19 при прием в болница https://t.co/GGjQdUPW69	yes	no	yes	no	no	no	no
2059	Създателят на САЩ BioWeapons Act казва, че коронавирусът е оръжие за биологична война https://t.co/6kgmEu5hHC	yes	no	yes	yes	yes	yes	no
2060	Днес отбелязваме Световния ден на здравето - 7 април. Поводът да се обърем към всички Вас, работещите в българската здравна система, е Вашият професионален празник. Сега, повече от всякога, обществото ни се уповава на Вас, на Вашите знания и опит. #COVID19 https://t.co/zJemvQGAMC	yes	no	yes	no	no	no	no
2061	Ще си сътрудничим с бизнеса на ОАЕ в борбата срещу COVID-19 https://t.co/vCBnUc5yan	yes	no	yes	no	no	no	no
2062	Ананиев: Български екип е близо до откриване на лекарство срещу COVID-19 Повече четете тук: https://t.co/de2vzR7IZo https://t.co/fZLIRLVCy8	yes	no	yes	no	yes	no	no
2063	Коронавирусът показа, че страните в ЕС трябва да си сътрудничат по-добре, за да реагират ефективно на мащабни заплахи за човешкото здраве. Нова програма на ЕС цели да укрепи системите на здравеопазване и да ги подготви за бъдещи кризи: https://t.co/DsAbYfMnqh #ЕвропаСрещуCOVID19 https://t.co/YrQOBll9cX	yes	no	yes	no	no	no	no
2064	Андрю Куомо продължава да използва думата Европейски вирус за COVID-19, същият който успя да достигне 60% смъртност в старческите домове в Ню Йорк след идиотската му директива там да се изолират заразените в началото.	yes	no	yes	yes	yes	no	no
2065	Европейският парламент обсъжда дезинформацията около Covid-19, защото тя е основен проблем за общественото здраве https://t.co/yQpTLrb0mx	yes	no	yes	no	no	no	no
2066	Разрешиха лечението на COVID-19 с два лекарствени продукта https://t.co/BtxBQaXfUw	yes	no	yes	no	yes	no	yes
2067	Естествено, че #Тайван трябва да участва в решението на проблеми, които пряко го засягат. Но през 2016 г., под натиска на #Китай, #СЗО отстрани островната страна и я лиши от статута й на наблюдател. Не бива политиката да е все над науката, особено при опасност като #коронавирус. https://t.co/LkdL3QF7Ir	yes	no	yes	yes	yes	no	no
2068	СЗО: Не е сигурно, че преболедувалите COVID-19 изработват имунитет https://t.co/jxZXyUKAQ7	yes	no	yes	no	yes	no	no
2069	По целия свят народа мре от COVID-19 но само в България това е невъзможно! При нас вируса бил измислен за да им крадяли парите...!	yes	no	yes	no	no	no	no
2070	32.8% спад в заболелите от COVID-19 спрямо последните две седмици казва Баце. В същото време днес сме на: -28 място в Европа (от 48) по смъртни случаи на 1 млн; -12 по бр. в критично състояние; -13 по бр. активни случаи; -40 по тестове на 1 млн. Смятай. https://t.co/kBCPPCfriO	yes	no	yes	yes	no	no	no
2071	Тестовете се правят след като вчера бяха установени случаи на #COVID19 при майка и три деца https://t.co/PCQFkx2dUn	yes	no	yes	no	no	no	no
2072	Последствията, причинени от пандемията от #COVID-19 за авиационния сектор са безпрецедентни! Предоставянето на финансова помощ на една част от авиационната система не може да бъде за сметка на друга! #OnlyTogetherWeCanMakeIt @EuropeanCommission @Eurocontrol @iata.org #A4E #CANSO https://t.co/MphXS2MSii	yes	no	yes	no	no	no	no
2073	Партито излезе скъпо - @DjokerNole потвърди, че той и съпругата му са дали положителни проби за #COVID19, а турнирът @AdriaTennisTour е прекратен. https://t.co/RRJLX26GDW	yes	no	yes	no	no	no	no
2074	ЕС определя правила за мобилно следене заради Covid-19 https://t.co/PzoMN0euWz	yes	no	yes	no	no	no	no
2075	COVID е тук и ще остане още дълго време https://t.co/xUowV1JhhW	yes	no	yes	no	no	no	no
2076	Няма заразени с Covid 19 след мача ЦСКА -Левски. Изводът е прост: Българският футбол убива и корона вируса⚽️	yes	no	yes	no	no	no	no
2077	Австрийското правителство отдели 30 млн. евро за подпомагане на семейства с деца, засегнати от кризата с Covid-19. Ще бъдат раздадени 12 000 лаптопа на нуждаещи се ученици: https://t.co/JaagkXvKUc #COVIDー19 #coronavirus #Австрия https://t.co/z3zHbBbOHe	yes	no	yes	no	no	no	no
2078	Руската ваксина срещу COVID-19 е несъвместима с алкохол - По света и у нас - БНТ Новини https://t.co/8db9pyc7ff	yes	no	yes	no	no	no	no
2079	В отговор на кризата с #COVID19 Франция ще задели 1,2 милиарда евро за борба с пандемията в Африка. 🌍 Само с международна солидарност ще спечелим битката срещу #COVID19. https://t.co/M59T0NHkt6	yes	no	yes	no	no	no	no
2080	Великобритания е почти готова с тест, който показва дали сме изкарали COVID-19 безсимптомно https://t.co/KZD6FPj5Ij https://t.co/og26VqfdsM	yes	no	yes	no	yes	no	no
2081	Днес бе Световният Ден на Здравето, но COVID поставя под напрежение всички здравни системи от публичния сектор. Настояваме за нов подход относно финансирането, правата на работниците и уважение към всички специалисти, работеши в сферата на здравеопазването https://t.co/9qGeeuzFrp https://t.co/dCxDZRqLz7	yes	no	yes	no	no	no	no
2082	След заканите за протести МТ даде заден за COVID-хотела в Несебър, чака ново предложение https://t.co/yJ4QZsGWDF via @Новини от Бургас	yes	no	yes	no	no	no	no
2083	Стандартът TÜV AUSTRIA Covid Shield потвърждава спазването на епидемиологичните мерки чрез външни одити. Той опазва здравето на служители и клиенти, както и непрекъснатостта на бизнеса Ви. Насочен е към магазини; учебни заведения; ресторанти, хотели и салони в сферата на услугите https://t.co/mfYqqsnvXr	yes	no	yes	no	no	no	no
2084	🇪🇺100 Intelligent Cities Challenge свързва градовете в мрежа, като тази година ще им помага да преминат през кризата след COVID-19, изграждайки умно, зелено и устойчиво икономическо развитие, основано на иновациите. #movebg #editbg #innovation #sofia #plovdiv #varna #ruse #news https://t.co/vH2oXZpNwA	yes	no	yes	no	no	no	no
2085	Това вече е важно за БГ https://t.co/vI3cZBOpK4	no	no	nan	nan	nan	no	no
2086	Ваксината срещу COVID-19: Първите резултати от изпитанията върху хора на Moderna са обнадеждаващи https://t.co/ff5gfAWLxD	yes	no	yes	no	yes	no	no
2087	Пекин обяви официално лекарството, което ликвидира бързо COVID-19 (СНИМКИ)https://t.co/uuzLhPUIJI https://t.co/foyGohQoeT	yes	no	yes	nan	no	no	yes
2088	Среща за изпълнението на мерките за ограничаване на разпространението на COVID-19 (на живо) https://t.co/vP1L4QKOjf https://t.co/62IwO6LwEv	yes	no	yes	no	no	no	no
2089	📲💻 👉Приложението #ViruSafe на @ScaleFocus – вече в #AppleStore и #GooglePlay: https://t.co/cS3SM8ckqW #COVID19, @esribulgaria, #заразени, #здравенстатус, #Информационнообслужване, @SoftwareGroupBG #коронавирус, #мобилно, #application , #САС https://t.co/7ECZzQuSdS	yes	no	yes	no	no	no	no
2090	Генералният секретар на ООН предупреди, че екстремистките групировки се възползват от проблемите около Covid-19 и засилват усилията си в социалните медии за набиране на млади хора, които прекарват повече време в интернет.	yes	no	yes	yes	yes	no	no
2091	Еми, цивилизованите държави не си затварят парковете за хора, ами само за коли. Това колите не са хора. https://t.co/iVY7kANBp9	yes	no	yes	no	no	no	no
2092	.@EP_President Предложението на Еврогрупата трансформира Евр. механизъм за стабилност в механизъм за спасяване на Европа от #COVID19. Достъпен за незабавно ползване за по-голям капацитет на здравни заведения,болници и изследователски центрове. За да запазим живота на европейците. https://t.co/dDkN9yD7LA	yes	no	yes	no	no	no	no
2093	Застраховка за лекарите на първа линия в борбата с COVID-19 направи Русия https://t.co/tmAejKl2xu	yes	no	yes	no	yes	no	no
2094	Новият текст в съвместната ни рубрика с @AEJBulgaria #хроникинаинфодемията е на @joannaelmy, посветен на дезинформационните похвати, които се прилагат, за да се внуши, че ЕС се проваля в борбата с COVID-19. В България се действа със същите схеми и методи. https://t.co/uAC98g362K	yes	no	yes	no	yes	no	no
2095	@GeorgiGeorgief “Лазарета” ще е по-добре оборудван от болниците които имаме тук... https://t.co/SRFmj4btkF	yes	no	yes	no	no	no	no
2096	САЩ остави света без лекарство за COVID-19 https://t.co/EbCJr9cR4T чрез @Новините от Казанлък - PressTV https://t.co/0bJg2GOTNs	yes	yes	yes	no	yes	no	no
2097	Доц. Атанас Мангъров: 70% от хората у нас трябва да изкарат COVID-19 https://t.co/DroffrLFOs чрез @Новините от Казанлък - PressTV	yes	no	yes	no	no	no	no
2098	На живо от прес клуба на @EuranetPlus - радио мрежата за новини от ЕС, днес от 15 ч бг време: за бюджета на ЕС като основен инструмент за растеж и борбата срещу #COVID19: https://t.co/EF6bhlPqgS #EUnitedinmotion https://t.co/hWcCym44PC	yes	no	yes	no	no	no	no
2099	Всяка икономическа прогноза в момента от институция или човек, който не прилага към нея и график за терапевтично лекарство, ваксина или стаден имунитет за #COVID19 най-вероятно е глупост.	no	nan	yes	no	no	no	no
2100	Ковид тестовете са безполезни - факти https://t.co/CsYRnlnFyG	yes	yes	yes	yes	yes	yes	no
2101	Български коронавирус може да създава имунитет срещу COVID-19 https://t.co/6wW9FLUuL1	yes	yes	yes	no	yes	no	no
2102	Броят на случаите с COVID-19 В Русия надмина 500 000	yes	no	yes	no	no	yes	no
2103	Петиция иска незабавна оставка на Ананиев https://t.co/CN1jGmh7sJ чрез @centerprh	yes	no	yes	no	yes	no	no
2104	Пълното отваряне на границите в #Европа и свободното движение на хора възможно до средата на юни #COVID19 https://t.co/twJ7SkeVBR	yes	no	yes	no	no	no	no
2105	Пълното име на вируса било Covid-1984	yes	no	yes	no	no	no	no
2106	Вижте кои са останалите държави, за които отпада карантината и задължението да представят отрицателен #PCR тест за #COVID19 https://t.co/ABhCbd25Tf	no	nan	nan	no	nan	no	no
2107	Успешено затвaряне на преговорите за ново търговско споразумение между ЕС и Мексико! 🇪🇺🤝🇲🇽 Tо ще премахне всички мита при търговията на стоки. Сега повече от всякога се нуждаем от добри партньорства за възстановяване след кризата с #coronavirus👉https://t.co/ns7KPHufNi #EUTrade https://t.co/ukI8a4p5mK	yes	no	yes	no	no	no	no
2108	Във връзка с препоръките на оперативния щаб на Столична община за максимално ограничаване на социалните контакти с цел превенция на разпространението на #COVID19, информираме гражданите за възможностите за комуникация с администрацията по електронен път 👉https://t.co/dn5EcEZ2Yv https://t.co/1YKHDQXyFe	yes	no	yes	no	no	no	no
2109	Проф. Йонко Мермерски патентова бърз тест за COVID-19, дава го безплатно на България - https://t.co/nk5KnDlKme https://t.co/vq3QZq1kRJ	yes	no	yes	no	yes	no	no
2110	Разговорът беше част от срещата на @ManfredWeber с #YoungMembersNetwork, чийто координатор е @EvaMaydell. Представени бяха резултати от инициативата за разговори между евродепутати и експерти, които очертаха мерки за справяне с последиците от #COVID19. https://t.co/ycQLeH5hsG	yes	no	yes	no	no	no	no
2111	Ученият, отрил СПИН: Covid-19 може да е създаден в изкуствени условия https://t.co/LOnXjjdlfv	yes	no	yes	yes	yes	yes	no
2112	Когато всичко Му е 5 за 4, само джипката е спасение (на Б.Б.) Не ми били ~1,894 млрд.лв., най ми били 1,163 млрд.лв. И разбира се, Той нищо не отпуска, ние плащаме масрафа. Това предизборно разхищение трябва да му го пишем на сметката. https://t.co/hPpoRpLvXf	no	nan	nan	nan	nan	yes	nan
2113	30 нови заразени с COVID-19, 13 са в болница. Общият брой на случаите е 611 https://t.co/ErFD3u31FG	yes	no	yes	no	no	no	no
2114	Шведската стратегия срещу коронавируса скоро ще стане световна @ForeignAffairs https://t.co/Pxl9oQhIMS	yes	no	yes	no	yes	no	no
2115	Нов ден! Японският премиер подаде оставка, COVID ваксината ще е безплатна https://t.co/iINVqlE1R7 Абонирайте се: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; https://t.co/M2MJ9USdoK	yes	no	yes	no	yes	no	no
2116	Европейските граждани ще бъдат в безопасност само когато целият 🌎 се спаси от #coronavirus ❗ Научете повече за стратегията на 🇪🇺 за ваксините: 👉 https://t.co/dJkPp8Yji1 #UnitedAgainstCoronavirus #StrongerTogheter #GlobalResponse #VaccinesWork https://t.co/fUBizTys04	no	nan	nan	nan	nan	no	no
2117	Френски лекари докладват първия случай на пренос на #SARSCoV2 от майка на ембрион през плацентата. Бременната жена се е заразила през последния триместър, а при изроденото по спешност бебе се наблюдават неврологични нарушения https://t.co/ga7JXgP6hD	yes	no	yes	no	yes	no	no
2118	Тази снимка получи голяма видимост в арабските социални мрежи. Мъж стреля срещу протестиращи в Багдад, а на надписа на преден план пише “Мирният Багдад”... Протестите са срещу нежеланието на елита да предприеме нужните реформи, оправдавайки се с пандемията от Covid-19. https://t.co/zu5LwXIEC0	yes	no	yes	no	yes	no	no
2119	@No_name_No_user тръгнал да търси 1800 лв обаче не намерил и решил да напише статия, барем Сорос даде някой лев. Прочетете я, че му плащат на кликове! https://t.co/dx3VaHY0jR	yes	no	yes	no	no	no	no
2120	Оказва се, че Испания и Португалия са “изпържени” със стотици хиляди фалшиви “бързи тестове” за коронавирус 😏 https://t.co/IkPhdocJo2	yes	no	yes	no	yes	no	no
2121	Министър Ананиев представи подробна информация за всички постъпили дарения във връзка с пандемията от COVID-19 https://t.co/IoBmtnieCP	yes	no	yes	no	no	no	no
2122	#ИракскиКюрдистан обяви извънредно положение и блокада върху цялатя територия, след като бяха регистрирани над 100 нови случая на Covid-19 за денонощие. #Иран също обяви наново блокада върху пет провинции, след като през април вдигна наложените рестрикции заради коронавируса.	yes	no	yes	no	no	no	no
2123	TIL Абревиатурата на спешната спасителната служба в Румъния, чиито парамедици са на първа линия в борбата с COVID-19 в страната, а и в съседна Молдова, е SMURD. Доста зловещо. https://t.co/uQHrecEvLY	yes	no	no	no	no	no	no
2124	прогнозирам повишено търсене на луксозни и мощни автомобили (не електрически) заради #covid19 и въобще, ренесанс на големия личен автомобил	yes	no	yes	no	no	no	no
2125	Пак ни дават по телевизора https://t.co/YLdiDvps2v	no	no	nan	nan	nan	no	no
2126	Повече от половината легла за пациенти с COVID-19 са заети в София : https://t.co/yL7f2Hayjj https://t.co/gbZzJfhDYn	yes	no	yes	no	yes	no	no
2127	Въпреки данните от последните дни здравният министър отчете, че броят на заразените и починали от COVID-19 в България е нисък в сравнение с други държави и това ниско равнище се дължи на предприетите мерки - авансово, и след това от правителството.🤦‍♀️ https://t.co/6PdR9ivJRD	yes	no	yes	no	no	no	nan
2128	Кризата COVID-19, авария с шламохранилище край Перник, Заев вярва в приятелството ни... https://t.co/XtnRfM7qWW	yes	no	yes	no	no	no	no
2129	ПФК Септември АД - гр. София се обявява за строго спазване на правилата, като вярваме, че всички отбори трябва да проявят максимална дисциплина, свързана с преборването на пандемията от Covid-19!	no	nan	nan	nan	nan	no	no
2130	(Непреодолимите) трудности да си хронично болен в България по време на COVID-пандемия https://t.co/KHjnBgFRJx	yes	no	yes	no	no	no	no
2131	Имам около 30 различни бирени чаши, но избрах да си сипя бирата в бурканче. #notglass #jar #beer #cerveza #bier #pivo #stayhome #staysafe #cheers #наздраве #birenoshkembe https://t.co/yYlMTqQs2I	yes	no	no	no	no	no	no
2132	Има надежда! Covid-19 вече налазва политици. Днес прочетох, че английският зам-министър на здравеопазването е заразен. Дано скоро и в България медиите да тиражират съобщения за 240 депутати, 50-ина министри и 10-15 рейса с общинари. Започвам да го харесвам този вирус, д€€ба...	yes	no	yes	yes	no	no	no
2133	Казвайки, че затягат мерките, управляващите всъщност ги разхлабват. Кому служи лъжата не е много ясно... Enjoy COVID-19! Очаквайте скоро в Държавен вестник! https://t.co/YY8yZofqr6	yes	no	yes	yes	yes	yes	nan
2134	Д-р Меджидиев с разтърсващо слово за смъртта и COVID-19: С тези две седмици се решава бъдещето на нашата държава https://t.co/BXthwKkUnI	yes	yes	yes	no	yes	yes	no
2135	Ню Йорк Таймс почете паметта на починалите от COVID-19 с имената им на първа страница https://t.co/9AS4J6gWBm	yes	no	yes	no	no	no	no
2136	Тръмп заяви, че няма да постави САЩ под карантина в случай на втора вълна на Covid-19 | Президентът на Съединените щат https://t.co/hkraHQrwUo	yes	no	yes	no	no	no	no
2137	Защитни плексигласови прегради срещу коронавирус в калифорнийски училища https://t.co/KBLHPmQ5NV via @@danyboneva	yes	no	yes	no	no	no	no
2138	Руската ваксина срещу COVID-19 създала имунитет у всички доброволци https://t.co/OuImmaL4MX	yes	no	yes	no	yes	no	yes
2139	Бразилия вече е трета по брой заразени с COVID-19 в света https://t.co/5hrDaVRSCC	yes	no	yes	no	no	no	no
2140	Бивш №1 в тениса: COVID-19 е подготовка за чипизация на хората https://t.co/etixEBhC8G	yes	yes	yes	no	yes	yes	no
2141	НС ратифицира споразумение за покупка на ваксини срещу COVID-19 https://t.co/4VvnMa4LYW	yes	no	yes	no	no	no	no
2142	Доброволци подпомагат „Уни Хоспитал“ в преодоляване кризата с COVID-19 https://t.co/TFutfSxBuz https://t.co/rlj9KQn2T9	yes	no	yes	no	no	no	no
2143	Жена на 74 години с COVID-19 е починала в хасковската болница https://t.co/L9HMBiJ1AE	yes	no	yes	no	no	no	no
2144	Излязоха резултатите от тестовете за COVID-19 в ЦСКА: Армейци, днес станаха ясни резултатите от PCR тестовете за COVID-19, които бяха направени вчера в ЦСКА.  Абсолютно всички футболисти, треньори, ръководители и хора от спортно-техническия щаб на отбора… https://t.co/KX4VhGo7xq	yes	no	no	no	no	no	no
2145	България купува 1 милион теста за COVID-19 https://t.co/tSIsFMvzls	yes	no	yes	no	yes	no	no
2146	13 са новите случаи на COVID-19 в областта за изминалото денонощие https://t.co/y7ZjB9zPls	yes	no	yes	no	no	no	no
2147	24 нови с Covid-19, няма нито 1 от Северозапада : https://t.co/odbEXBdbGT https://t.co/oq02DbbFRv	yes	no	yes	no	no	no	no
2148	ВиК – Варна спира достъпа до дружеството си заради заразени служители: Заради заразата от Covid-19: “Водоснабдяване и канализация – Варна” ограничава посещенията в дружеството Във връзка с високите нива на разпространение и зачестили случаи на заболели… https://t.co/W95DKYHXGI	yes	no	yes	no	no	no	no
2149	Споко бе, като обикновен грип е. Нищо, което не сме виждали досега. От малария умират повече. Трябва 70% да се заразим. Искаме си свободата! https://t.co/FGnHMuDZQw	no	nan	nan	nan	nan	no	no
2150	САЩ: „Ремдесивир” ускорява възстановяването от Covid-19 (ВИДЕО) https://t.co/UF2E8TjVww	yes	no	yes	no	yes	no	yes
2151	Четирима с COVID-19 в областта, новите са от Тракия папир и чистачка в Скорпио https://t.co/IaACVIsYWi	yes	no	yes	no	no	yes	no
2152	Kарта на разпространението на COVID-19 Обновява се в реално време. https://t.co/LRMABRlt1a	no	no	nan	nan	nan	no	no
2153	Facebook ще събира данни за придвижването на потребителите, като помощ за борбата с Covid-19 https://t.co/9GY5jsRnZx	yes	no	yes	no	yes	yes	yes
2154	50% от софтуерните компании у нас оценяват като негативно въздействието на COVID върху финансовото си състояние https://t.co/UL2CDe4Mzi	yes	no	yes	no	no	no	no
2155	Професор Стефано Монтанари за COVID-19: „Ще приключи с това, всички да сме длъжни да се ваксинираме.“ (ВИДЕО) https://t.co/CJdnRyRDTl	yes	no	yes	yes	yes	no	yes
2156	Новите с Covid-19 са от Панагюрище, Септември, Сърница и Пазарджик https://t.co/1QHRJ32vZF	yes	no	yes	no	no	no	no
2157	Депутатите изслушаха Борисов за мерките за справяне с кризата „COVID-19” https://t.co/mPdN9v1Ydl	yes	no	yes	no	no	no	no
2158	COVID-19 уби митрополит Амвросий https://t.co/svte5n4Soy #flagman via @FlagmanBG	yes	no	yes	yes	yes	no	yes
2159	Covid-19 никога няма да бъде решен от днешната медицинска система, защото западната медицина е проектирана да печели от болест https://t.co/2Pps41E10Y	yes	yes	yes	yes	no	yes	yes
2160	До края на другата година ще сме приключили с пандемията. https://t.co/M2zZWKTWDy	yes	no	yes	no	no	no	no
2161	Селекционерът на младежите: COVID-19 e страшен! Не го подценявайте ВИДЕО https://t.co/1l23eFFt2c https://t.co/NRRjhh144B	yes	no	yes	no	no	no	no
2162	Няма тестване, няма проблем 😀 https://t.co/whcEfkKpQL	no	nan	nan	nan	nan	no	no
2163	Търсят се новатори, програмисти, ментори, стартъпи, университети, граждански организации за хакатона #EUvsVirus 24.-26.04.20 за спешни решения в #здравеопазване, подкрепа на #бизнеса #дистанционнаработа #обучение #СоциалноСближаване #ЦифровиФинанси Виж https://t.co/0L2yduzZHT https://t.co/ES6pm4pUZn	yes	no	yes	no	no	no	no
2164	Неизрядните лаборатории за изследване на COVID-19 са под 10% | Банкеръ https://t.co/Yy0KRZcEHB	yes	no	yes	no	yes	no	no
2165	Няма връщане назад или как COVID-19 пандемията завинаги промени банките https://t.co/1M780H4hu3	no	nan	yes	yes	nan	no	yes
2166	По-малко болници в София да лекуват пациенти с COVID-19, искат директори https://t.co/8Up3VSs6R3	yes	no	yes	no	yes	no	no
2167	174 нови случая на Covid-19 и 8 нови жертви на вируса са регистрирани за денонощие https://t.co/w1o0reNhrb	yes	no	yes	no	no	yes	yes
2168	АСБ: Мерките срещу COVID-19 да се прилагат решително, без двойни стандарти https://t.co/scgYC8ml7B	yes	no	yes	no	no	no	no
2169	.@EP_President Сасоли: Коронавирусът ни задължава да сме отговорни и внимателни. След последните приети мерки в Италия аз ще изпълнявам ролята си на председател от дома си в Брюксел за 14 дни като предпазна мярка съгласно здравния протокол на Парламента https://t.co/AnkNzwRbuf https://t.co/iJrM5fW3aL	yes	no	yes	no	no	no	no
2170	България получава най-малко пари за борба с последиците от Covid-19 https://t.co/pNu3U3gfR8	yes	no	yes	no	no	no	no
2171	Русия твърди, че чакат отговор от Грузия на искането за посещение в лаборатория на Ричард Лугар https://t.co/lGqZKjnVrr	yes	no	yes	no	no	no	no
2172	Как излекувани, като няма лечение https://t.co/ldph4sLeSJ	no	no	nan	nan	nan	yes	yes
2173	@ZWo44ZfI3krzyrH Спряха ни комисионните заради Covid, ама да, щяха да паднат яки пари от тази сделка. Шефа каза да бъзикна шефа му за комисионна 😂	no	no	nan	no	nan	no	no
2174	Какви са изискванията при „самоналожена карантина“ за пристигащите в Нидерландия от България https://t.co/izDmbMTogQ via @@danyboneva	no	nan	nan	nan	no	no	no
2175	Майкъл Флор - пациентът с COVID-19 и сметката от 1.2 млн. долара за лечението му https://t.co/xxkPy27EhS	yes	no	yes	yes	yes	no	no
2176	Бил Гейтс, коронавирусът, Facebook и защо основателят на Microsoft обвини социалните мрежи за бързото разпространение на COVID-19 в САЩ https://t.co/0DjvpgF9rL	yes	no	yes	yes	no	yes	yes
2177	Броят на заразените с COVID-19 по света прескочи 18 млн. https://t.co/FajuI4uvxZ	yes	no	yes	no	no	no	no
2178	В Германия правят по 500 000 теста на седмица. Тук до края на картантината оня тъпак с джипката ще си направи толкова. https://t.co/obmzd4HPL7	yes	no	yes	no	no	yes	nan
2179	Заради COVID-19: Драстично пада наемането на работна ръка в Русе за следващото тримесечие https://t.co/7gkRUz108h https://t.co/YxVtHzA26C	yes	no	yes	no	no	no	no
2180	Пътници от полет Амстердам-София с положителна проба за COVID-19 https://t.co/kyB0KEW24H	yes	no	yes	no	no	no	no
2181	Екстакт от водорасли удря COVID по-успешно от Ремдесивир https://t.co/mbBq9YEwYB	yes	no	yes	no	yes	nan	yes
2182	В Сърница има динамично движение на хора до работните им места, така че освен за Пазарджишка има риск и за хора в Смолянска и Благоевградска области. Това обясни главният здравен инспектор доц. Ангел Кунчев https://t.co/tprEPpuQR0	yes	no	yes	no	no	no	no
2183	Трима нови заразени с COVID-19 в Бургаско, сред тях и медицинска сестра https://t.co/T3yaMFyls1 via @Новини от Бургас	yes	no	yes	no	no	no	no
2184	477 са потвърдените с COVID-19 у нас, смъртен случай в Стара Загора https://t.co/7mLQfk55lt	yes	no	yes	no	no	no	no
2185	Кофас: Очаква се вълна на фалити в САЩ заради COVID-19 | Банкеръ https://t.co/TopHDHV7br	yes	no	yes	no	no	no	yes
2186	Затварят цял квартал в Кюстендил заради COVID-19 в общината https://t.co/D8gcOCoULB	yes	no	yes	no	no	no	yes
2187	Пример за сценарий от общото ни бъдеще: в Маями вдигат всички пътища, за да не са под вода; короната + възможност от някаква огромна буря (в момента). Отгоре можем да сложим и пожари, глад, по-малко ток, чиста вода и спокойствие. Едновременно. https://t.co/BHwXyaBHvm	no	nan	yes	yes	yes	no	no
2188	Подобрява се състоянието на жената от Габрово със съмнения за COVID-19 https://t.co/6m0u2Qub87 чрез @Новините от Казанлък - PressTV	yes	no	yes	no	no	no	no
2189	Наш лекар каза кое е общото между COVID-19 и ХИВ https://t.co/jArDtaQhyJ	yes	no	yes	no	no	yes	yes
2190	Съжалявам, но ми е трудно да приема сериозно статия, започваща с Британски учени откриха... https://t.co/UVKZfaXgdK	no	nan	nan	nan	nan	yes	no
2191	COVID-19 изяде всеки втори билет за кино и театър (ТЕМАТА) https://t.co/aQkHioXKGv	yes	no	yes	no	no	no	no
2192	Масовата ваксина БЦЖ забавя разпространението на COVID-19 https://t.co/NJSnC7AjiM	yes	no	yes	no	yes	no	yes
2193	Първо лекарство срещу COVID-19 очаква разрешение от ЕС за употреба https://t.co/2MuBEM5R47	yes	no	yes	no	yes	no	yes
2194	Нов пациент в Русенско: Възрастна жена от Глоджево е заразена с COVID-19 https://t.co/dTeu512RiE	yes	no	yes	no	no	no	no
2195	Директорка на клиника в Северна Македония е четвъртата заразена с COVID-19 https://t.co/HFg2nX0Md5	yes	no	yes	no	no	no	no
2196	СЗО с нови, много важни разкрития за предаването на COVID-19 https://t.co/lDuGxI8w4x	yes	no	yes	no	no	no	no
2197	@brrrrummmmm @GeneralMelchett @takeonmenow 1. Китай започна още от февруари да възстановява работата на компаниите. Ето как: https://t.co/NnTOaFSXwg 2. Процентът днес е 98.6 но само за големите компании. Останалите започнаха на 1 март и са с по 1% на ден. Ето: https://t.co/9PSHKKbqyI	yes	no	yes	no	no	no	no
2198	Ниска остава заболеваемостта от коронавирус у нас. За последното денонощие са установени 24 нови случая на Covid-19.  https://t.co/dAVcdCzTxP	yes	no	yes	no	no	no	no
2199	Парламентът прие по-строги мерки срещу COVID-19 https://t.co/BidtybNWA6	yes	no	yes	no	no	no	no
2200	Белите дробове на пушачите може да съдържат повече от рецепторите, които новият коронавирус използва, за да нахлуе в клетките. Това би могло да обясни защо пушачите заразени с вируса изглеждат особено уязвими и предразположени към тежко заболяване. https://t.co/39Nfoo4xw1	yes	no	yes	no	yes	no	no
2201	Проф. Димитър Иванов: COVID-19 ще удари господстващата днес политическа система https://t.co/CBqmh350ID via @Bulgarian Times	yes	no	yes	yes	no	no	no
2202	Главният архитект на Благоевград е с COVID-19 https://t.co/Wf8YIkdhjE via @BreakingBG	yes	no	yes	no	no	no	no
2203	Covid-19 106 ден Синьо - общ брой заразени (вдясно) Червено - изчислена тенденция с данни 10 дни назад Зелено - иалекувани Оранжево - брой на всички заразени, разделен на броя на дните Жълто-с активна зараза: заразени минус оздравели и починали (средно) Сиво - открити/тествани 10 https://t.co/Weid2VD77h	no	no	yes	no	nan	no	no
2204	Фирмата с молекула срещу COVID 19, с голямата награда на 24 часа за иновативни компании - https://t.co/nk5KnDDlKO https://t.co/jyNF1D80er	yes	no	yes	no	yes	no	no
2205	Чудна графика са заформили за един месец време... https://t.co/Zacp6KMpYV	no	nan	nan	nan	nan	no	no
