tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
2118	ميركل: لن تعود الأمور إلى طبيعتها قبل التوصل إلى لقاح لـ #كورونا #عكاظ #ان_تكون_اولا #تطبيق_عكاظ https://t.co/VD55AtKbWM	yes	no	yes	no	no	yes	yes
2119	رئيس وزراء أستراليا يتراجع عن قراره باجبارية لقاح #كورونا https://t.co/hLXedGuTKW	yes	yes	yes	no	no	no	yes
2120	روسيا تؤكد أن مزاعم بأن لقاح فيروس كورونا غير آمن لا أساس لها https://t.co/RT6323ipc6 https://t.co/1pxSSKBDzx	yes	no	yes	no	no	no	yes
2121	لو تم التوصل الى لقاح ل #كورونا #كوفيد_19 هل ستبادر بالحصول عليه؟	no					no	yes
2122	حدث | قالت المستشارة الألمانية أنجيلا ميركل إن جائحة #كورونا ستتفاقم على الأرجح في الأشهر القليلة المقبلة، مؤكدة أن الحياة لن تعود إلى طبيعتها إلا بعد ابتكار اللقاح https://t.co/b15x0A7rHH	yes	yes	yes	no	no	no	no
2123	قال وزير الصحة الروسي ميخائيل موراشكو يوم الأربعاء، إن #روسيا سوف تبدأ إنتاج لقاح ضد فيروس #كورونا الجديد (كوفيد-19)، خلال أسبوعين. وأضاف الوزير أن روسيا سوف تقدم اللقاح إلى الدول الأجنبية عندما يكون لديها كميات كافية. https://t.co/0Wp053Hh1j	yes	no	yes	no	no	no	yes
2124	#مقالات_الشروق| #طلعت_إسماعيل يكتب: خطر كورونا.. هل غادر المصريين؟ - قبل توصل العلماء إلى لقاح فعال يمكنه القضاء على فيروس كورونا يظل الوباء كامنا هنا ومنتشرا هناك، متنقلا فى ربوع المعمورة يصيب عشرات الألوف، ومسببا خسائر اقتصادية واجتماعة هائلة https://t.co/jhQLBZch0D https://t.co/9YCh8U98uG	no					no	yes
2125	عاجل .. #ألمانيا تشكك فى فعالية وسلامة لقاح #فيروس_كورونا الروسى https://t.co/3ViZFJ0TA6 https://t.co/fILaERZmpk	yes	no	yes	yes	no	no	yes
2126	#بوتين يعلن تسجيل #روسيا أول لقاح في العالم ضد #فيروس_كورونا #إرم_نيوز #coronavirus #COVID19 https://t.co/pNT7BmTrYW	yes	no	yes	no	no	no	yes
2127	روسيا: بوتين: يعلن تسجيل اول لقاح في العالم مضاد لـ #فيروس #كورونا #كوفيد_19 اللقاح الروسي https://t.co/7bWuDwuut9	yes	no	yes	no	yes	no	yes
2128	ترامب: اتفاق سلام تاريخي بين إسرائيل والإمارات القناة 12 الإسرائيلية: إسرائيل وافقت على تأجيل خطة الضم مقابل تطبيع العلاقات مع دولة الإمارات البيت الأبيض: إسرائيل والإمارات ستوقعان اتفاق تعاون لتطوير لقاح ضد فيروس كورونا	no					no	yes
2129	سلطنة #عمان تخطط لاستيراد لقاح #فيروس_كورونا #كوفيد_19 الذي أعلن عنه الرئيس الروسي فلاديمير #بوتين #روسيا. المصدر : تايمز أوف عمان https://t.co/WrhtGfGy9M https://t.co/QF3GIOzOwV	yes	yes	yes	no	no	no	yes
2130	ترامب: فيروس كورونا سيتلاشى بدون لقاح...النجاح يعتمد على الجهد. https://t.co/0ZxxX5M4bo	yes	yes	yes	no	yes	no	yes
2131	#الصحه_العالميه : لا يوجد مصل فعال الآن رغم إعلان #روسيا و #الصين إنتاج لقاحات #كورونا للتفاصيل.. https://t.co/CIRg630FMR	yes	no	yes	no	yes	no	yes
2132	رئيس لجنة مواجهة #كورونا يتوقع إنتاج لقاح في مصانع المصل واللقاح المصرية نهاية العام الحالي: الأولوية للمصريين ومن ثم الأفارقة https://t.co/Bup3M6WFs4 https://t.co/Wt6hqLo8eD	yes	no	yes	no	yes	no	yes
2133	"مكتب #أبوظبي الإعلامي: #الأردن ثالث دولة تشارك بالمرحلة الثالثة من تجارب لقاح ضد #كورونا غير النشط ضمن حملة لأجل الإنسانية مع افتتاح مركز جديد للتجارب في عمان، هو أحدث توسع للتجارب التي تنفذها شركتا ""جي 42 للرعاية الصحية"" و""سينوفارم سي إن بي جي""، التي انطلقت في #الإمارات 16 يوليو https://t.co/VNKXdDGlh2"	yes	no	yes	no	yes	no	yes
2134	"ماشاء الله ، والحمد لله لقاحات الصين وروسيا ، سنكون من أوائل الدول في العالم في الحصول عليه ، وإن كان أغسطس بدأ بلقاحين ، فكيف سيكون الحال في سبتمبر ، نتفائل خيرا"" ، ونحسن الظن برحمة الله 😊🕊 https://t.co/GxTPjhmFon"	no					no	yes
2135	الروس لم يكملوا تنفيذ اجراءات انتاج اللقاح كل مافيه جربوا على مجموعة صغيرة لا تعتبر مكافئة للموافقة الدولية المطلوبه لانتاج اللقاح- واعلنو تسجيلة عندهم فقط .... https://t.co/9Sg9ruDfqb	no					no	yes
2136	أعلن الرئيس الروسي، فلاديمير بوتين اليوم الثلاثاء، عن تسجيل أول #لقاح روسي ضد فيروس #كورونا ( #COVID19 ) في العالم. #كوفيد_19 ما يندرى هو صحيح يا بوتين و الا استعراض https://t.co/sxZzsx0jDY	no					no	yes
2137	#روسيا بوتين فلاديمير يعلن رسمياً عن تسجيل #سبوتنيك_5 كـ أول لقاح في العالم مضاد لفيروس #كورونا https://t.co/VShAszoIWh	yes	no	yes	no	yes	no	yes
2138	اتضح ان أفضل لقاح ل #فيروس_كورونا انك تتلقح في البيت 14 يوم والسلام عليكم ورحمة الله وبركاته ✋ #خليك_بالبيت #خليك_في_البيت https://t.co/YMMb6XCNAH	no					no	yes
2139	#منظمة_الصحة تحث على إتاحة الوصول السريع والعادل إلى أي لقاحات ضد #كورونا في جميع أنحاء #العالم https://t.co/ppnOyzDR3G	yes	no	yes	no	yes	no	yes
2140	"#عاجل 🇲🇦🔴🇷🇺 المملكة المغربية تطلب شراء مليون لقاح من نوع ""سبوتنيك٥"" لمكافحة فيروس كوفيد١٩. مزيد من المعلومات في المستقبل... (Banassa) #Morocco #Maroc #Covid19 #Africa #المغرب #كوفيد١٩ https://t.co/WcM1WoJeGW"	yes	no	yes	no	no	no	yes
2141	@muhaini89 المتوقع في أكتوبر أن تنتج #المانيا لقاح ل #كورونا مجرب وله ثقته وفعاليته	yes	no	yes	no	no	no	yes
2142	مودي: #الهند تستعد لإنتاج لقاحات لـ #كورونا بكميات ضخمة https://t.co/NewEAqdsoh https://t.co/BkfCMZiRck	yes	no	yes	no	no	no	yes
2143	كيف يتسبب إعلان روسيا بشأن لقاح #فيروس_كورونا في إثارة المخاوف من فوز السياسة على الصحة العامة؟ - قد يتسبب في الضغط على الحكومات للاستعجال وتخطي خطوات رئيسية - في حال حدوث أي انتكاسة سيؤدي إلى الحاق الضرر بالثقة في اللقاحات https://t.co/Ltvg38auRe	no					no	yes
2144	"دولة قائدة.. إشادة بتجربة #تركيا لتطوير لقاح #كورونا أشاد أعضاء اللجنة العلمية بمجلس التعاون للدول الناطقة باللغة التركية (المجلس التركي)، بجهود أنقرة في مكافحة فيروس كورونا، وتطوير لقاح للقضاء عليه، وقالوا إن ""تركيا دولة قائدة تشكل نموذجا يحتذى به"" https://t.co/fdaObLtFw7"	no					no	yes
2145	"روسيا عملت لقاح للكورونا! بس ياترى ايه هيبقى موقف أمريكا وهما ""ما بينهم ما صنع الحداد"" 🤔😂 قصة مثل ""بينهم ما صنع الحداد"" #على_رأى_المثل #بينهم_ما_صنع_الحداد #يارا_عبدالناصر #روسيا #لقاح_كورونا #كورونا #أمريكا https://t.co/IJkaaD9oVX"	no					no	yes
2146	روسيا تبدأ حملة تطعيم «جماعي» للشعب ضد #فيروس_كورونا في أكتوبر - استكمال التجارب السريرية.. والأطباء والمعلمين أول المُطعمّين https://t.co/3sQqdcOCmv	yes	no	yes	no	no	no	yes
2147	الحكومة الأردنية للأسف داخلة في سباق هي مش رح تفوز فيه. فيروس كورونا مستمر بالتواجد على مستوى العالم ومش رح يختفي إلا بإيجاد لقاح فعال وموثوق مية بالمية. غير هيك لازم يكون في تعايش مع الفيروس وتفعيل حقيقي لطرق الوقاية. غير هيك الحياة لازم تمشي طبيعي. ما بصير نتعطل أكثر من هيك!	no					no	yes
2148	#ترامب: سنعلن قريبا عن لقاح ضد #كورونا - نأمل أن يكون اللقاح الروسي فعالاً #الحرير_نيوز https://t.co/UTcbAgOsMV	yes	no	yes	no	no	no	yes
2149	المعهد الذي طوّر لقاح Sputnik V في موسكو، هو من أصدر تقريرا سلبيا بشأنه ============================================= #كورونا #SputnikV https://t.co/Th4f59pRqv	no					no	yes
2150	روسيا.. تسجيل أول لقاح لكورونا في العالم الأسبوع المقبل https://t.co/qrr6UW6VYf #الغد #كورونا	yes	no	yes	no	no	no	yes
2151	"ترامب يطالب السلطات الصحية تطوير لقاح ""#كورونا"" قبل الانتخابات للتفاصيل: https://t.co/Ht0xzaqSi6 #نتصدر_المشهد #COVID19 https://t.co/gGcbJLVVGp"	yes	no	yes	no	no	no	yes
2152	الرئيس الروسي، فلاديمير #بوتين، يعلن تسجيل #روسيا أول لقاح في العالم ضد فيروس #كورونا #الغد_المشرق https://t.co/lIOfrjNZZk	yes	no	yes	no	no	no	yes
2153	المسار | #روسيا تستعد لحملة تطعيم جماعي ضد #كورونا صحيفة المسار https://t.co/qXaLN97UYx	yes	no	yes	no	yes	no	yes
2154	الصمت يخيم على #منظمة_الصحة_العالمية بعد إعلان #روسيا لإنتاج أول #لقاح ضد فايروس #كورونا	no					no	yes
2155	#بكين || أعلن مسؤولو الصحة في #الصين، أنّهم #بدأوا #إعطاء #جرعات لبعض العاملين في المجال الطبي وموظفي الشركات المملوكة للدولة ب #لقاح تجريبي #كورونا في أواخر يوليو الماضي في خطوة #مفاجئة قبل انتهاء التجارب السريرية للقاح. https://t.co/cZhAk2e4GO	yes	no	yes	no	no	no	yes
2156	وصول اول دفعة من لقاح #كورونا 😁 #صباح_الخيرᅠ https://t.co/eLN7V9x4xC	no					no	yes
2157	التسجيل في الموقع بعدها الفحص المبدئي. ثم عينة من الدم - ومسحة من الأنف - بعدها أخذ اللقاح وبعدها في غرفة الملاحظة لمدة ٣٠ دقيقة أتمنى من الجميع. مقيمين ومواطنين ممن لا يعانون من أمراض مزمنة. المساهمة #لأجل_الإنسانية @DoHSocial @SEHAHealth	no					no	yes
2158	"اللقاح موجود قبل كورونا.. هي فقط محاولة التأجيل لأطول وقت ممكن للحصول على المصداقية~ أنا آسفة يا ديفيد آيك وآسفة لكل من يحاول توعيتنا.. آسفة ان للآن في ناس تؤمن بأن أجسامها محتاجة اللقاحات..أنا آسفة ان في ناس للآن ماتثق في قدرة أجسادها وتثق في ""مبرمج لعين"" ! https://t.co/35IvQa3Sv8"	no					yes	yes
2159	تونس تعلن الشروع في تطوير لقاح ضد فيروس كورونا المستجد | الفريق يملك تجربة سابقة في تطوير لقاح ضد داء الكلب باستعمال تكنولوجيا تلقيح الحمض النووي https://t.co/cdnCWM594r #جريدة_الآن https://t.co/wfvo91sAoW	yes	no	yes	no	no	no	yes
2160	"معلومات عن لقاح كوفيد ١٩ الامريكي الذي تم الإعلان الأسبوع الماضي فقط عن بدء تجربة المرحلة الثالثة من تجربة شركة مودرنا للقاح ""mRNA-1273"". وستشمل التجربة مشاركة 30 ألف بالغ في 89 موقعاً للبحوث السريرية في جميع أنحاء الولايات https://t.co/RLkmU7YqhA"	yes	no	yes	no	no	no	yes
2161	اشرت هنا في 12 مارس 2020 أي قبل نحو 5 أشهر الى ثقتي بالله ثم بوطني وقيادتي وبعلماؤنا وعالماتنا بالتوصل الى إنتاج لقاح ينقذ البشرية من خطر #كورونا الذي ازهق ملايين الأرواح وكبّد دول العالم قاطبة خسائر فادحة اليوم يزف الينا مؤسس @SaudiBioKSA هذا الخبر السعيد https://t.co/NB1MWtUjC9 https://t.co/ES2u5cUDNB	no					no	yes
2162	الدكتور #التونسي حاتم الغزال: لو خيّروكم بين لقاح #بوتين و الكورونا.. اختاروا الكورونا بدون تردّد لهذه الأسباب! #تونس #كورونا #tunisie #tunisia #france #COVID19 https://t.co/vlTFQlEDsI	no					no	yes
2163	متحدث الصحة يكشف تفاصيل حصول مصر على لقاح فيروس كورونا https://t.co/qUEsesYSKZ	yes	no	yes	no	no	no	yes
2164	ركزوو عدل 🇷🇺 #بوتين اعلن من كم يوم عن تسجيل اول لقاح ل #كورونا 🇨🇳 الصين اعلنت من بعده عن تسجيل لقاح ل #كورونا 🇺🇸 ترامب بنفسه اليوم سيعلن ترامب عن تسجيل لقاح لكورونا ⚠️ هل سيختفي وباء #كورونا قريبا😕 هذا ضد صعود الذهب و مع صعود الدولار وافتتاح الكامل للدول وارتفاع #النفط	no					no	yes
2165	#سويسرا ومودرنا تبرمان صفقة بنحو 4.5 مليون جرعة من لقاح #كورونا #الغد_المشرق https://t.co/wFLl152ErM	yes	no	yes	no	no	no	yes
2166	أصيب مريضان من اوربا مرة أخرى بفيروس كورونا مما أثار مخاوف بشأن المناعة وفعالية اللقاح https://t.co/Vz1GCvkYtF	yes	no	yes	no	yes	no	yes
2167	#عاجل.. وزارة الصحة الروسية: #روسيا بدأت بالفعل إنتاج لقاح لفيروس #كورونا #صحيفة_الخليج https://t.co/UctwRhBRBl	yes	no	yes	no	no	no	yes
2168	تقريبا نسمع كل يوم عن دولة اخرى تدخل سباق انتاج لقاح #كورونا #كوفيد_19 وبكميات كبيرة غير الشركات الاربع المعروفة دوليا. وكأن حال دول العالم يقول لمدير #منظمة_الصحة_العالمية الذي قال بان العالم قد لا يتخلص ابدا من هذا الفيروس، تقول له : عيرنا سكوتك من فضلك وشوف شغلك بصمت احسن.	no					no	yes
2169	"إعلان اللقاح الروسي ""سبوتنيك"" .. تحديات السلامة والآمال ""محتشمة"" https://t.co/EOa7eLI3bo #covid19 #كورونا_المغرب"	yes	no	yes	no	no	no	yes
2170	مين المغامر بصحته وروحه الي بيجرب لقاح روسي 💉 https://t.co/RJ43KGbk2c	no					yes	yes
2171	"روسيا تبدأ تجارب لقاح ""سبوتنيك في"" ضد فيروس كورونا على 40 ألف شخص الأسبوع القادم"	yes	no	yes	no	no	no	yes
2172	بوتين: سنسجل أول لقاح في العالم ضد فيروس كورونا في #روسيا خلال أيام. #ليبيا #المرصد https://t.co/ig81tdnD2b	yes	no	yes	no	no	no	yes
2173	روسيا 🇷🇺 تبدأ في انتاج لقاح #فيروس_كورونا 🦠 هل سيتنفس العالم بحرية من جديد ؟ https://t.co/h0ZrDKlqGA	yes	no	yes	no	no	no	yes
2174	سينوفارم الصينية تبدأ المرحلة الثالثة من تجربة لقاح فيروس #كورونا في #البحرين https://t.co/C9dUv1buk5	yes	no	yes	no	yes	no	yes
2175	#الصحة : سنُجري تجربة سريرية جديدة لـ #لقاح ضد #فيروس_كورونا_المستجد https://t.co/vnqKqcEw9D #كورونا #السعودية #وزارة_الصحة #وزارة_الصحة_السعودية	yes	no	yes	no	yes	no	yes
2176	باحث سعودي يفجر مفاجأة.. لقاح #كورونا الروسي لم يستكمل الاختبارات https://t.co/8j7nIQkKrx	no					no	yes
2177	"- الكلام ده غير صحيح، الفيديو منشور في يونيو الماضي، وهو لمتطوعة روسية اسمها ""ناتاليا""، وهي تستعد لتكون طبيبة عسكرية و تدرس في المرحلة النهائية بأكاديمية ""كيروفو الطبية""، وكانت موجودة في مستشفى ""بوردينكو"" في موسكو لاختبار اللقاح الروسي ضد فيروس كورونا @sabqorg @CNBCArabia #متصدقش https://t.co/rBJogOLv38"	no					yes	yes
2178	طبيب ايطالي او كبير اطباء ايطاليا يبرئ نفسه من كورونا و يحذر من اللقاح #كورونا #طبيب #إيطاليا #الحظر_الجزئي #جمعة_مباركة https://t.co/OPqh1sV8GL	no					yes	yes
2179	"يقول الدكتور فوشي إن فرصة لقاح فعال بشكل عالي لمقاومة فيروس كورونا ""ليست كبيرة"". 😔 https://t.co/lbORYVdtAz"	no					no	yes
2180	#الاتحاد_الأوروبي يحجز 300 مليون جرعة من اللقاح المنتظر #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #كورونا #corona https://t.co/tLoevL6G7r	yes	no	yes	no	yes	no	yes
2181	"الرئيس دونالد #ترامب عبر #تويتر : ""الدولة العميقة"" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات #كورونا https://t.co/zNY1508uKi #فيروس_كورونا #كوفيد_19 #الولايات_المتحدة_الأمريكية #بوابة_الأخبار https://t.co/XAE0wQNrsy"	yes	yes	yes	no	yes	no	yes
2182	الصحة الروسية تعلن نتائج الاختبارات على أول لقاح لـ #كورونا الاثنين المقبل #روسيا https://t.co/VQy3TzBs31	yes	no	yes	no	no	no	yes
2183	"لو اللقاح الروسي ضد فيروس كورونا ، نجح فعلاً و الدنيا بقت زي الفل ، هاحط صورة بوتين أفاتار ، و أطبع صورته على تيشيرت و أمشي بيها في الشارع ، و يبقى ""بوتين هو البابا"""	no					no	no
2184	#واشنطن تستثمر مليار دولار في لقاح تطوره «جونسون أند جونسون» ضد #كورونا • شريطة الحصول على 100 مليون جرعة وقد تزيد إلى 300 مليون • المبلغ يرفع قيمة استثمارات أميركا إلى 9.4 مليار دولار في مشاريع #اللقاحات https://t.co/C8WAaJaPaV	yes	no	yes	no	yes	no	yes
2185	أعلن بوتين عن تسجيل أول لقاح ضد فيروس كورونا التفاصيل| اليوم السابع.. https://t.co/aFhdN8QrCO https://t.co/gitJLj2lxU	yes	no	yes	no	no	no	yes
2186	منظمة الصحة العالمية: العالم بحاجة إلى حشد 100 مليار دولار لضمان وصول لقاح #كورونا للجميع ـــــــــــــــــــــــــــــــ #قناة_الرافدين https://t.co/p8pv9w9gjC	yes	no	yes	no	yes	no	yes
2187	عاجل- #الاتحاد_الأوروبي يتفق مع مجموعة سانوفي للأدوية على شراء 300 مليون جرعة لقاح محتمل ضد #كورونا #العرب #علم_الكويت https://t.co/X4SgpgM9lo	yes	no	yes	no	no	no	yes
2188	الناس تفتح محطات طاقة نووية و تروح المريخ و تدور علاج و تطعيم ل #coronavirus و احنا انجازاتنا ومشاريعنا فرش اسفلت بالشوارع !! https://t.co/qLqZXy7c0C	no					no	yes
2189	يُنصح بأخذ تطعيم #الإنفلونزا للحوامل أو من تنوي الحمل وكذلك أيضاً لمن تخضع لعلاج للمساعدة على الحمل لتفادي حدوث مضاعفات للأم أثناء الحمل لا سمح الله. #وزارة_الصحة_السعودية #وزارة_الصحة #فيروس_كورونا #الدايت #السمنة #اطفال_الانابيب #الحجامه #الصيدلة #دايت #الحقن_المجهري #كورونا https://t.co/GuOlYOTse9	no					no	yes
2190	انفوجرافيك | أبرز لقاحات #كورونا المنتظر إنتاجها حول العالم ـــــــــــــــــــــــــــــــــــ #قناة_الرافدين https://t.co/IT6GYatPN3	no					no	yes
2191	#عالم || إندونيسيا توقع اتفاقاً مع سينوفاك الصينية للحصول على لقاح #كورونا . #اسقاط_القروض_لليوم_622 https://t.co/dGI2TIvA9l	yes	no	yes	no	yes	no	yes
2192	البابا فرنسيس يحذر الدول الغنية بشأن لقاح #كورونا . #بوابة_الأخبار https://t.co/TldPx9OLTh	yes	no	yes	yes	yes	yes	yes
2193	اخر مستجدات السباق للوصول الى لقاح Vaccine #كورونا واخر التطورات #اكسفورد لاتزال في المقدمةمن أصل 140 شركة حول العالم والطرح المتوقع في بداية اكتوبر . https://t.co/EsMzLIE5Pc	yes	no	yes	no	no	no	yes
2194	#الصحوة | بوتين يعلن عن تسجيل أول لقاح في العالم لمواجهة #كورونا #كوفيد19 https://t.co/8ANNWn81lo https://t.co/zJuTAzUkpM	yes	no	yes	no	yes	no	yes
2195	#روسيا 53.8% من الروس لا يثقون بلقاح فيروس كورونا الروسي ولا يريدون الحصول على اللقاح، بحسب ليفادا	yes	yes	yes	yes	yes	yes	yes
2196	الاتحاد الأوروبي يعتزم شراء 300 مليون جرعة من لقاح محتمل لـ #كورونا للتفاصيل: https://t.co/foTcJcN5B6 #نتصدر_المشهد #Covid_19 https://t.co/9OpBPxaPYo	yes	no	yes	no	no	no	yes
2197	مسؤولون: معظم #الأمريكيين لن يحصلوا على لقاح #كورونا قبل منتصف العام المقبل حتى إذا تم اكتشافه في 2020 https://t.co/4141XxqSzk https://t.co/VI9sUkpYtO	yes	yes	yes	no	yes	yes	yes
2198	"وافقت #روسيا على لقاح لفيروس #كورونا لاستخدامه في عشرات الآلاف من الأشخاص ، على الرغم من عدم اختبار فعاليته بدقة ، وفقًا لتقارير إخبارية. أطلقت روسيا على اللقاح المعتمد حديثًا ""سبوتنيك الخامس"" ، في إشارة إلى أول قمر صناعي روسي في العالم ، تم إطلاقه عام 1957 . https://t.co/8s3246fxSx"	yes	no	yes	no	yes	yes	yes
2199	الإتحاد السوفيتي سجل أول رحلة لإستكشاف الفضاء في سنة 1957 ومن ثم سجل أول رحلة بشرية للفضاء الخارجي سنة 1961 وفي سنة 2020 أعلن اليوم #بوتين تسجيل #روسيا أول لقاح في العالم ضد فايرس #كورونا . . دول تبنى وتتطور بدعم الأبحاث العلمية بينما نحن لازلنا نتصارع على برميل نفط . #ليبيا	yes	yes	yes	no	no	no	yes
2200	#الأردن: نخاطب السلطات الروسية للحصول على لقاح #كورونا #روسيا https://t.co/TRLb9OcVeA	yes	no	yes	no	no	no	yes
2201	#روسيا تبدأ تجارب لقاح #كورونا على 40 ألف شخص الأسبوع القادم • بيانات #اللقاح_الروسي ستنشر بدورية أكاديمية في وقت لاحق من هذا الشهر https://t.co/s4CrK1Ebyt	yes	no	yes	no	yes	no	yes
2202	📌#وزير_الصحة 📌صحة: عدد مرضى #كورونا في إنخفاض ولدينا أسرة فارغة 📌صحة: معهد باستور لديه علاقة مباشرة مع المعاهد التي تشتغل على إيجاد #لقاح_لكورونا 📌صحة: هناك 5 معاهد وصلت للمرحلة الثالثة من تجريب لقاح كورونا فيروس 📌صحة: #الجزائر ستحصل على اللقاحات فور توفرها https://t.co/6GdgyKechg	yes	no	yes	no	no	no	yes
2203	#وزير_الصحة : #التعليم_عن_بعد سيُمدّد في حال عدم توفر لقاح لفيروس #كورونا . https://t.co/tmx9KjawtQ	yes	no	yes	no	no	no	yes
2204	"#سبوتنيك_فيديو | أبرز أخبار اليوم بوتين يعلن تسجيل أول لقاح ضد فيروس #كورونا في العالم إثيوبيا تصدر بيانا بشأن توقف مفاوضات سد النهضة وتؤكد أنها ""الحل الوحيد"" #العراق: انفجار عبوة ناسفة أثناء مرور رتل تابع لقوات التحالف الدولي https://t.co/SWiVH019AO"	yes	no	yes	no	yes	no	yes
2205	اخر اخبار لقاحات فايرس كورونا: •تتم حاليا تجربة اكثر من ١٤٠ لقاح حول العالم. •منهم ١٠ لقاحات فقط وصلوا لمرحلة التجارب السريريه. • المده الطبيعيه لتوفر اي لقاح للطرح في الاسواق هو سنه الى سنتين • منظمة الغذاء والدوام الامريكيه تشترط في اللقاح فعاليته في ٥٠٪ من المرضى قبل https://t.co/QEOJKnfhmi	yes	no	yes	no	no	no	yes
2206	روسيا تعلن إجازة اللقاح الأول في العالم ضد ڤايروس كورونا المستجد، مجموعة أخرى في المراحل الأخيرة من الدراسات السريرية https://t.co/2zQjfLZyf8	yes	no	yes	no	no	no	yes
2207	لقاح Sputnik حقيقةً لقاحين سبق نشر تفاصيلهم: فيروس هجين يشمل غلاف الكورونا S في adenovirus-26 وهو لقاح شركة J&amp;J الأمريكية بعد 21 يوم يتم حقن فيروس هجين آخر شبيه - adenovirus-5 مع غلاف كورونا S وهو لقاح CanSino https://t.co/0xmebBXp8g (2/5)	yes	no	yes	no	no	no	yes
2208	الرئيس الروسي: لقاح #كورونا فعال ويشكل مناعة مستقرة.. وابنتي كانت من الأوائل الذين تلقوه https://t.co/X47f8BGoKB #لقاح_كورونا	yes	no	yes	no	no	no	yes
2209	د. غسان الأعور: معظم لقاحات #كورونا التي يتم تطويرها حول العالم وصلت للمرحلة الثالثة وهذا تطور إيجابي يدعو للتفاؤل ـــــــــــــــــــــــــــــــ #قناة_الرافدين المداخلة كاملة | https://t.co/RZhqwbAKac https://t.co/ot4pS1FRuH	yes	no	yes	no	no	no	yes
2210	"قال أنطوني فاوتشي، مدير المعهد الأميركي للأمراض المعدية، في لقاء عبر الفيديو نظمته جامعة جورج واشنطن، ""لا يمكننا إجبار الناس أو محاولة إجبارهم على تلقي اللقاح"" #كورونا #اندبندنت_عربية_تغنيك https://t.co/0AmIZ3mTem"	yes	no	yes	no	yes	no	yes
2211	روسيا تعلن عن أول لقاح ضد كورونا يوم 12 اغسطس كشف رئيس معهد جمالية الروسي Gamaleya وهو المختبر الذي يطور اللقاح عن كيفية عمله ضد فيروس كورونا، وذلك بعد أن أعلن نائب وزير الصحة الروسي أوليج جريدنيف أن البلاد ستسجل أول لقاح في العالم ضد فيروس كورونا الجديد في 12 أغسطس.	yes	yes	yes	no	yes	no	yes
2212	أعداد المصابين بفيروس #كورونا حول العالم تتزايد بسرعة مع تقدم جهود العثور على لقاح https://t.co/0ymI5QrNpy	yes	no	yes	no	yes	yes	yes
2213	🔴الرئيس الروسي #فلاديمير_بوتين يعلن عن تسجيل أول لقاح ضد فيروس #كورونا لأول مرة في العالم 🔴بوتين: أعلم اللقاح يعمل بشكل فعال للغاية، ويشكل مناعة مستقرة، وأكرر أنه اجتاز جميع الاختبارات اللازمة https://t.co/AGHMrJmg0D	yes	no	yes	no	yes	no	yes
2214	من يجب تطعيمه أولاً حال وصول لقاح كوفيد 19؟ #كورونا https://t.co/0vEuAVHFQt	no					no	yes
2215	إرشادات #أميركية : لا داعي لفحص من ليس لديه عوارض • #روسيا تستعد لإعلان اللقاح الثاني لـ #كورونا • #موديرنا : نتائج إيجابية على الفئة الأكبر عمراً https://t.co/hOkCrAooUG	yes	no	yes	no	no	no	yes
2216	#ترمب يعد بـ«سحق» #كوفيد_19 ويكشف موعد اللقاح #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #كورونا #corona https://t.co/cV8qw7i02W	yes	no	yes	no	no	no	yes
2217	الرئيس الأمريكي دونالد ترمب يقول إن من الممكن أن يتوفر لقاح لفيروس #كورونا في الولايات المتحدة قبل موعد الانتخابات الرئاسية المقرر إجراؤها 3 نوفمبر/تشرين الثاني، في توقع أكثر تفاؤلاً بكثير من التوقيت الذي يراه خبراء الصحة في البيت الأبيض https://t.co/fO1JAi2WN9	yes	no	yes	no	no	no	yes
2218	صندوق الاستثمارات الروسي الذي يمول لقاح ضد كورونا وهو في مراحله الأخيرة : السعودية طلبت منا شراء اللقاح عند اكتماله https://t.co/cjCUCsci4P	yes	no	yes	no	yes	no	yes
2219	"روسيا تعلن الانتهاء من تطوير لقاح ضد #كورونا وموعد التطعيم السكاني أعلن وزير الصحة الروسي ميخائيل موراشكو عن انتهاء التجارب السريرية في مركز غامالي للقاح ضد فيروس كوفيد-19. وقال الوزير للصحفيين اليوم: ""تم إنجاز الاختبارات السريرية على لقاح ضد عدوى الفيروس التاجي #الكعبة_تجمعنا"	yes	yes	yes	no	yes	no	yes
2220	دوتيرتي: أنا سعيد جدا لأن روسيا صديقتنا وسوف يعطون لنا لقاح مجانا هذا ما أفكر به مع الرئيس بوتين لمساعدتنا في مكافحة فيروس #COVID19 https://t.co/owzWTclSyi	yes	no	yes	no	yes	no	yes
2221	بعد أعلان الرئيس بوتين عن تسجيل أول لقاح لفايروس #كرونا #الذهب يسجل أسوء هبوط يومي منذ فبراير ب98.30$ قرابة 5% انخفاضاً https://t.co/o4PXQz3BTq https://t.co/KY1GEkGOlB	yes	no	yes	no	no	no	no
